DEF_HARPNUM,Minimum,Maximum
4900,2014-12-04 23:36:00,2014-12-18 00:48:00
58,2010-06-14 19:12:00,2010-06-21 20:00:00
443,2011-03-24 12:48:00,2011-04-05 02:00:00
6280,2016-01-16 11:48:00,2016-01-17 18:24:00
880,2011-09-17 22:48:00,2011-09-26 18:48:00
2151,2012-10-25 08:00:00,2012-10-25 17:24:00
3739,2014-02-09 05:00:00,2014-02-12 03:24:00
1199,2011-12-14 17:00:00,2011-12-19 03:00:00
1177,2011-12-09 11:00:00,2011-12-13 11:24:00
5345,2015-03-18 12:00:00,2015-03-21 12:00:00
1094,2011-11-17 01:48:00,2011-11-17 07:00:00
190,2010-09-22 03:36:00,2010-10-02 12:12:00
6629,2016-06-16 17:12:00,2016-06-24 03:24:00
2482,2013-02-11 19:24:00,2013-02-14 03:00:00
2516,2013-03-01 00:00:00,2013-03-06 18:36:00
4184,2014-05-29 07:48:00,2014-05-30 11:48:00
4067,2014-04-25 08:00:00,2014-05-04 01:00:00
6753,2016-09-10 22:48:00,2016-09-11 23:12:00
1984,2012-08-27 12:00:00,2012-09-04 17:12:00
1810,2012-06-26 13:48:00,2012-06-28 02:24:00
5678,2015-06-12 17:36:00,2015-06-21 23:48:00
1867,2012-07-15 13:48:00,2012-07-16 13:00:00
3309,2013-10-22 15:36:00,2013-11-03 01:00:00
5775,2015-07-12 02:00:00,2015-07-18 17:36:00
1889,2012-07-25 20:24:00,2012-07-26 11:48:00
1547,2012-04-07 11:12:00,2012-04-15 09:00:00
3273,2013-10-12 07:00:00,2013-10-25 01:48:00
1530,2012-03-31 14:24:00,2012-04-02 03:36:00
3390,2013-11-15 13:00:00,2013-11-19 01:00:00
7036,2017-06-03 15:36:00,2017-06-04 20:36:00
5702,2015-06-19 04:36:00,2015-06-21 11:00:00
3860,2014-03-15 03:12:00,2014-03-16 12:36:00
1379,2012-02-02 02:48:00,2012-02-03 00:48:00
3817,2014-03-02 09:12:00,2014-03-10 16:00:00
3537,2013-12-23 18:12:00,2013-12-30 14:24:00
5031,2015-01-05 14:48:00,2015-01-11 18:00:00
1397,2012-02-12 03:36:00,2012-02-21 10:36:00
1274,2012-01-01 08:24:00,2012-01-07 21:00:00
3540,2013-12-24 06:24:00,2013-12-31 19:48:00
4659,2014-10-05 12:12:00,2014-10-10 14:48:00
740,2011-07-17 13:36:00,2011-07-29 02:48:00
4754,2014-10-28 15:48:00,2014-10-29 02:24:00
6060,2015-10-27 08:36:00,2015-11-04 18:00:00
6017,2015-10-13 01:48:00,2015-10-20 09:24:00
4723,2014-10-21 02:12:00,2014-10-23 15:36:00
6183,2015-12-12 12:12:00,2015-12-19 01:00:00
2225,2012-11-18 04:48:00,2012-11-18 14:48:00
5498,2015-04-22 05:24:00,2015-04-25 20:12:00
5956,2015-09-10 16:12:00,2015-09-23 10:12:00
5921,2015-08-28 06:24:00,2015-09-05 15:00:00
5401,2015-03-29 08:48:00,2015-03-29 15:24:00
7335,2019-01-24 01:12:00,2019-01-28 19:36:00
1633,2012-05-01 19:12:00,2012-05-02 07:24:00
3107,2013-08-19 02:36:00,2013-08-19 08:24:00
1644,2012-05-07 21:12:00,2012-05-22 00:48:00
6907,2017-01-08 17:36:00,2017-01-08 21:36:00
6893,2016-12-22 02:12:00,2016-12-30 19:24:00
4269,2014-06-20 02:00:00,2014-06-27 10:24:00
307,2010-12-16 17:00:00,2010-12-27 00:36:00
2718,2013-05-03 09:24:00,2013-05-14 15:48:00
6450,2016-03-22 09:00:00,2016-03-28 09:24:00
4364,2014-07-13 21:12:00,2014-07-18 09:36:00
4287,2014-06-25 15:00:00,2014-06-27 10:12:00
2615,2013-03-31 00:12:00,2013-04-02 12:24:00
6427,2016-03-11 13:48:00,2016-03-16 09:48:00
7245,2018-03-17 04:48:00,2018-03-19 04:24:00
5571,2015-05-14 23:12:00,2015-05-27 17:48:00
3077,2013-08-13 11:24:00,2013-08-18 13:00:00
1743,2012-06-07 08:48:00,2012-06-09 04:12:00
5492,2015-04-21 12:36:00,2015-05-02 08:00:00
3000,2013-07-22 22:36:00,2013-07-23 07:36:00
7232,2018-01-21 08:36:00,2018-01-21 18:36:00
3194,2013-09-17 05:36:00,2013-09-30 05:24:00
1639,2012-05-04 20:00:00,2012-05-06 23:00:00
5851,2015-08-04 05:48:00,2015-08-13 22:12:00
4214,2014-06-06 00:12:00,2014-06-09 00:00:00
4380,2014-07-21 13:48:00,2014-07-28 13:00:00
2765,2013-05-20 11:00:00,2013-05-23 12:24:00
6899,2016-12-29 23:12:00,2017-01-05 03:36:00
6557,2016-05-13 16:36:00,2016-05-16 16:24:00
394,2011-02-25 20:48:00,2011-03-09 02:24:00
6877,2016-12-05 09:12:00,2016-12-07 14:24:00
200,2010-09-29 03:24:00,2010-10-04 23:00:00
6994,2017-04-20 23:48:00,2017-05-03 12:24:00
6800,2016-10-06 13:36:00,2016-10-07 03:12:00
3447,2013-11-30 04:24:00,2013-12-04 10:12:00
5141,2015-01-31 21:24:00,2015-02-09 05:24:00
1304,2012-01-10 00:36:00,2012-01-18 13:24:00
1209,2011-12-16 20:24:00,2011-12-30 13:48:00
3967,2014-04-03 06:36:00,2014-04-07 20:00:00
6084,2015-11-09 11:24:00,2015-11-19 23:00:00
2322,2012-12-24 00:36:00,2013-01-04 09:00:00
6167,2015-12-06 07:00:00,2015-12-19 06:48:00
2355,2013-01-03 15:12:00,2013-01-08 23:12:00
630,2011-05-24 17:00:00,2011-05-25 18:24:00
6189,2015-12-13 23:00:00,2015-12-22 12:12:00
647,2011-05-30 05:00:00,2011-06-04 09:36:00
5270,2015-03-01 11:36:00,2015-03-04 21:36:00
3695,2014-01-29 21:12:00,2014-01-30 05:48:00
3701,2014-01-30 18:48:00,2014-02-03 02:00:00
5393,2015-03-27 11:00:00,2015-03-31 23:12:00
1035,2011-11-02 17:24:00,2011-11-06 03:36:00
856,2011-09-11 13:48:00,2011-09-25 19:24:00
2013,2012-09-04 05:48:00,2012-09-07 05:00:00
17,2010-05-06 17:00:00,2010-05-09 21:00:00
598,2011-05-12 00:24:00,2011-05-22 00:48:00
6221,2015-12-30 11:36:00,2015-12-31 08:48:00
4515,2014-08-29 14:12:00,2014-09-06 02:36:00
4562,2014-09-12 14:36:00,2014-09-18 03:12:00
2064,2012-09-24 16:48:00,2012-10-03 18:12:00
4938,2014-12-11 07:24:00,2014-12-20 03:00:00
4418,2014-07-31 07:24:00,2014-08-06 16:00:00
501,2011-04-09 23:12:00,2011-04-11 05:00:00
4842,2014-11-15 20:12:00,2014-11-22 12:36:00
495,2011-04-07 14:48:00,2011-04-20 13:00:00
2169,2012-10-30 20:48:00,2012-11-05 12:12:00
576,2011-05-03 21:12:00,2011-05-13 23:24:00
1828,2012-07-02 00:00:00,2012-07-02 15:24:00
3346,2013-11-02 11:24:00,2013-11-05 05:36:00
1472,2012-03-13 18:12:00,2012-03-22 04:48:00
1405,2012-02-15 09:36:00,2012-02-26 17:48:00
7097,2017-07-28 08:36:00,2017-07-30 06:36:00
3331,2013-10-29 19:12:00,2013-11-02 13:12:00
5637,2015-06-01 03:24:00,2015-06-14 14:00:00
7103,2017-08-05 03:12:00,2017-08-11 10:12:00
1925,2012-08-05 00:36:00,2012-08-05 13:24:00
1952,2012-08-20 03:48:00,2012-08-25 17:00:00
6785,2016-09-29 16:24:00,2016-10-06 10:12:00
2423,2013-01-25 05:48:00,2013-02-04 03:00:00
6666,2016-07-08 04:00:00,2016-07-20 16:36:00
4152,2014-05-18 15:48:00,2014-05-29 07:48:00
6688,2016-07-28 03:24:00,2016-08-06 05:00:00
2974,2013-07-15 13:36:00,2013-07-22 11:24:00
131,2010-08-10 23:12:00,2010-08-18 16:12:00
146,2010-08-24 20:12:00,2010-09-03 23:48:00
2903,2013-06-26 06:12:00,2013-06-27 00:24:00
7109,2017-08-19 16:12:00,2017-08-21 16:12:00
1822,2012-07-01 01:36:00,2012-07-02 14:24:00
1478,2012-03-15 10:12:00,2012-03-25 05:12:00
5730,2015-06-30 03:36:00,2015-07-02 03:12:00
1496,2012-03-22 14:24:00,2012-03-23 06:00:00
7190,2017-11-16 07:24:00,2017-11-20 13:48:00
3236,2013-09-26 20:48:00,2013-09-29 05:36:00
3241,2013-09-29 04:24:00,2013-10-03 23:24:00
1575,2012-04-14 16:36:00,2012-04-16 22:36:00
7073,2017-07-05 03:48:00,2017-07-05 12:48:00
2804,2013-05-28 10:36:00,2013-05-30 05:12:00
2873,2013-06-18 06:12:00,2013-06-27 12:12:00
2429,2013-01-27 03:48:00,2013-01-28 23:36:00
6761,2016-09-16 21:48:00,2016-09-18 19:12:00
2553,2013-03-09 08:24:00,2013-03-12 05:12:00
4022,2014-04-15 14:48:00,2014-04-20 22:36:00
6716,2016-08-22 01:48:00,2016-09-01 01:48:00
1048,2011-11-06 22:00:00,2011-11-15 22:36:00
3671,2014-01-21 08:36:00,2014-01-22 12:24:00
4568,2014-09-14 23:36:00,2014-09-21 03:12:00
4932,2014-12-10 23:00:00,2014-12-24 08:36:00
592,2011-05-10 05:36:00,2011-05-10 15:24:00
2163,2012-10-28 01:36:00,2012-10-29 14:36:00
926,2011-10-03 15:00:00,2011-10-12 14:00:00
4465,2014-08-15 23:36:00,2014-08-16 17:00:00
6351,2016-02-12 11:24:00,2016-02-21 13:00:00
6326,2016-02-03 22:36:00,2016-02-12 01:36:00
2080,2012-09-27 17:12:00,2012-09-27 18:12:00
4848,2014-11-18 14:24:00,2014-11-19 04:36:00
2114,2012-10-16 16:36:00,2012-10-20 11:24:00
6942,2017-02-01 14:36:00,2017-02-03 22:48:00
335,2011-01-06 00:48:00,2011-01-13 12:48:00
6518,2016-04-26 02:48:00,2016-04-30 18:12:00
342,2011-01-10 10:48:00,2011-01-16 14:36:00
6935,2017-01-27 15:48:00,2017-01-27 19:00:00
4321,2014-07-01 22:24:00,2014-07-15 05:12:00
6838,2016-11-09 16:12:00,2016-11-20 08:12:00
6462,2016-03-29 19:12:00,2016-04-02 22:48:00
5549,2015-05-09 23:12:00,2015-05-23 07:00:00
1698,2012-05-22 14:48:00,2012-05-26 16:00:00
3038,2013-08-01 22:48:00,2013-08-08 19:12:00
5444,2015-04-08 08:12:00,2015-04-11 16:36:00
5869,2015-08-10 01:36:00,2015-08-12 00:00:00
3135,2013-08-27 02:48:00,2013-08-30 08:36:00
7293,2018-08-05 12:24:00,2018-08-15 06:36:00
1601,2012-04-20 17:00:00,2012-04-25 07:12:00
7307,2018-09-16 13:24:00,2018-09-20 17:00:00
1795,2012-06-22 21:12:00,2012-07-05 10:12:00
5433,2015-04-04 20:36:00,2015-04-11 11:36:00
6128,2015-11-19 09:24:00,2015-11-21 19:24:00
705,2011-07-07 18:24:00,2011-07-20 10:36:00
691,2011-06-29 21:24:00,2011-06-30 02:00:00
772,2011-08-07 22:48:00,2011-08-16 17:24:00
4685,2014-10-13 14:24:00,2014-10-16 04:12:00
608,2011-05-16 13:48:00,2011-05-23 21:24:00
4711,2014-10-17 18:24:00,2014-10-27 04:12:00
6052,2015-10-22 05:12:00,2015-11-05 21:36:00
2260,2012-12-03 19:00:00,2012-12-08 05:12:00
3408,2013-11-19 08:24:00,2013-11-21 04:12:00
3572,2014-01-02 22:24:00,2014-01-04 23:48:00
1246,2011-12-25 07:00:00,2011-12-31 12:36:00
3928,2014-03-27 15:36:00,2014-03-28 03:12:00
5003,2014-12-27 01:36:00,2014-12-30 20:24:00
5197,2015-02-10 14:48:00,2015-02-11 22:48:00
3505,2013-12-14 09:00:00,2013-12-16 18:12:00
6155,2015-12-03 04:48:00,2015-12-15 10:00:00
778,2011-08-10 12:12:00,2011-08-11 08:12:00
4661,2014-10-05 20:12:00,2014-10-17 14:12:00
4616,2014-09-27 02:36:00,2014-10-09 17:36:00
6122,2015-11-18 14:48:00,2015-11-19 23:00:00
4782,2014-11-03 14:00:00,2014-11-04 18:12:00
675,2011-06-17 13:36:00,2011-06-19 11:36:00
6058,2015-10-27 05:12:00,2015-10-27 17:00:00
796,2011-08-15 01:24:00,2011-08-19 03:12:00
602,2011-05-13 17:24:00,2011-05-22 08:36:00
1336,2012-01-17 22:00:00,2012-01-20 07:12:00
5090,2015-01-16 20:48:00,2015-01-24 10:00:00
3858,2014-03-14 22:24:00,2014-03-20 14:48:00
5104,2015-01-20 06:36:00,2015-01-20 14:24:00
5173,2015-02-05 20:12:00,2015-02-09 10:24:00
3475,2013-12-07 22:36:00,2013-12-08 16:12:00
3578,2014-01-04 01:36:00,2014-01-12 17:48:00
4251,2014-06-14 16:24:00,2014-06-14 23:24:00
2757,2013-05-17 23:24:00,2013-05-21 08:36:00
6948,2017-02-08 08:36:00,2017-02-08 20:00:00
6512,2016-04-24 20:24:00,2016-04-29 09:36:00
6832,2016-11-02 20:00:00,2016-11-08 05:12:00
245,2010-11-03 23:24:00,2010-11-16 21:24:00
6845,2016-11-14 05:36:00,2016-11-23 02:00:00
7200,2017-11-27 18:00:00,2017-11-28 15:00:00
1692,2012-05-21 21:00:00,2012-05-24 16:00:00
5534,2015-05-02 14:12:00,2015-05-13 01:24:00
3032,2013-07-31 05:24:00,2013-08-09 10:24:00
1706,2012-05-25 05:12:00,2012-05-25 18:36:00
3045,2013-08-04 13:36:00,2013-08-05 23:36:00
5919,2015-08-27 19:24:00,2015-09-05 23:12:00
5543,2015-05-06 11:24:00,2015-05-18 05:12:00
7277,2018-06-22 01:00:00,2018-06-30 18:12:00
5863,2015-08-08 08:00:00,2015-08-14 21:00:00
7299,2018-08-18 18:36:00,2018-08-27 22:24:00
5439,2015-04-06 08:36:00,2015-04-07 06:00:00
6737,2016-09-05 15:24:00,2016-09-15 21:00:00
2491,2013-02-15 05:12:00,2013-02-25 11:24:00
4197,2014-06-01 23:24:00,2014-06-15 17:00:00
4074,2014-04-27 02:24:00,2014-04-27 21:24:00
183,2010-09-12 06:24:00,2010-09-17 04:00:00
2408,2013-01-19 11:36:00,2013-01-24 22:00:00
2852,2013-06-12 17:24:00,2013-06-28 06:12:00
2825,2013-06-03 22:12:00,2013-06-13 08:36:00
4179,2014-05-28 14:48:00,2014-06-07 19:48:00
3260,2013-10-06 10:00:00,2013-10-14 05:48:00
3217,2013-09-22 02:36:00,2013-10-03 03:36:00
5685,2015-06-13 13:36:00,2015-06-15 20:48:00
1523,2012-03-29 08:00:00,2012-03-31 04:24:00
7025,2017-05-23 05:24:00,2017-05-25 23:00:00
5711,2015-06-24 01:24:00,2015-06-26 18:12:00
1979,2012-08-26 21:12:00,2012-09-07 14:00:00
1997,2012-08-30 00:24:00,2012-09-05 20:12:00
1803,2012-06-24 05:24:00,2012-06-29 13:00:00
7128,2017-09-06 16:24:00,2017-09-07 01:12:00
2135,2012-10-20 05:12:00,2012-10-27 03:24:00
4869,2014-11-24 09:48:00,2014-12-01 17:00:00
970,2011-10-15 11:12:00,2011-10-28 00:36:00
893,2011-09-22 10:48:00,2011-09-30 16:00:00
6370,2016-02-19 02:48:00,2016-02-23 21:36:00
4444,2014-08-09 11:00:00,2014-08-12 10:24:00
427,2011-03-14 01:24:00,2011-03-21 00:00:00
2038,2012-09-15 09:24:00,2012-09-24 19:24:00
4964,2014-12-19 03:12:00,2014-12-27 11:24:00
4913,2014-12-08 04:00:00,2014-12-09 18:24:00
4549,2014-09-09 23:36:00,2014-09-20 14:12:00
1164,2011-12-05 02:36:00,2011-12-12 05:24:00
5356,2015-03-20 15:48:00,2015-03-21 00:36:00
5321,2015-03-10 20:00:00,2015-03-14 06:12:00
1113,2011-11-22 10:24:00,2011-12-05 09:36:00
1069,2011-11-11 22:24:00,2011-11-13 18:24:00
899,2011-09-24 01:00:00,2011-09-26 15:36:00
557,2011-04-28 08:00:00,2011-04-29 01:00:00
4814,2014-11-11 04:24:00,2014-11-19 20:00:00
2148,2012-10-23 22:12:00,2012-10-31 22:12:00
4863,2014-11-23 00:48:00,2014-11-24 18:00:00
4919,2014-12-09 03:48:00,2014-12-17 08:12:00
800,2011-08-17 03:00:00,2011-08-26 09:00:00
41,2010-05-29 01:00:00,2010-05-30 21:12:00
6277,2016-01-15 12:36:00,2016-01-22 15:12:00
4543,2014-09-06 10:00:00,2014-09-17 18:12:00
6200,2015-12-18 16:00:00,2015-12-22 05:12:00
36,2010-05-25 02:12:00,2010-06-01 10:12:00
6394,2016-02-27 16:00:00,2016-03-05 23:12:00
877,2011-09-17 22:24:00,2011-09-19 00:36:00
1119,2011-11-26 05:24:00,2011-12-07 03:24:00
1180,2011-12-09 19:00:00,2011-12-14 04:12:00
1063,2011-11-10 09:12:00,2011-11-17 18:24:00
2922,2013-07-01 10:36:00,2013-07-10 17:00:00
2955,2013-07-11 05:48:00,2013-07-20 04:12:00
4173,2014-05-26 05:36:00,2014-06-02 15:48:00
2475,2013-02-10 12:12:00,2013-02-19 21:36:00
4090,2014-05-02 06:48:00,2014-05-02 22:24:00
189,2010-09-21 23:48:00,2010-09-28 08:24:00
2596,2013-03-26 13:48:00,2013-04-03 18:24:00
2858,2013-06-14 04:24:00,2013-06-15 00:48:00
1529,2012-03-30 12:00:00,2012-04-06 02:24:00
7058,2017-06-20 02:12:00,2017-07-03 06:24:00
1890,2012-07-26 07:00:00,2012-07-27 18:36:00
7122,2017-09-02 03:00:00,2017-09-13 04:24:00
3284,2013-10-14 14:00:00,2013-10-19 07:24:00
5616,2015-05-23 14:48:00,2015-05-27 19:00:00
1424,2012-02-24 23:24:00,2012-03-02 16:36:00
1453,2012-03-04 05:24:00,2012-03-06 05:12:00
3367,2013-11-09 19:24:00,2013-11-17 06:36:00
3897,2014-03-22 07:36:00,2014-03-26 16:12:00
5028,2015-01-04 21:00:00,2015-01-16 05:00:00
3974,2014-04-04 19:36:00,2014-04-14 22:12:00
3454,2013-11-30 22:12:00,2013-12-01 09:00:00
5152,2015-02-03 04:12:00,2015-02-13 07:12:00
5125,2015-01-27 01:24:00,2015-02-01 21:36:00
3879,2014-03-18 21:48:00,2014-04-01 06:48:00
3423,2013-11-22 20:36:00,2013-11-26 11:48:00
623,2011-05-23 08:24:00,2011-05-28 13:36:00
2331,2012-12-26 19:36:00,2013-01-08 23:12:00
759,2011-08-02 09:48:00,2011-08-13 22:24:00
4640,2014-10-01 15:00:00,2014-10-12 15:24:00
6174,2015-12-10 13:36:00,2015-12-20 08:48:00
5835,2015-07-30 20:00:00,2015-07-31 14:00:00
3169,2013-09-09 08:24:00,2013-09-18 05:48:00
5418,2015-04-02 09:48:00,2015-04-06 20:12:00
7256,2018-05-07 12:00:00,2018-05-16 00:00:00
5938,2015-09-02 16:36:00,2015-09-05 00:48:00
3064,2013-08-11 18:12:00,2013-08-19 06:36:00
1750,2012-06-08 11:36:00,2012-06-22 00:00:00
1727,2012-05-31 12:36:00,2012-06-11 04:24:00
3187,2013-09-15 16:00:00,2013-09-16 13:48:00
7221,2017-12-30 20:00:00,2018-01-02 17:24:00
6449,2016-03-21 16:48:00,2016-03-25 22:00:00
6813,2016-10-17 09:48:00,2016-10-21 01:12:00
6533,2016-05-01 20:12:00,2016-05-02 17:36:00
2776,2013-05-23 18:36:00,2013-06-01 05:36:00
6544,2016-05-07 17:00:00,2016-05-16 18:00:00
369,2011-02-08 08:12:00,2011-02-16 10:36:00
5412,2015-04-01 23:00:00,2015-04-05 13:36:00
7326,2018-12-10 21:00:00,2018-12-15 17:24:00
1620,2012-04-27 02:00:00,2012-05-04 23:12:00
5586,2015-05-17 07:36:00,2015-05-28 19:24:00
3114,2013-08-21 05:12:00,2013-08-24 23:00:00
5848,2015-08-03 01:48:00,2015-08-14 23:24:00
3163,2013-09-07 01:12:00,2013-09-10 10:24:00
1657,2012-05-12 01:48:00,2012-05-22 01:36:00
5465,2015-04-16 16:24:00,2015-04-17 15:24:00
3019,2013-07-28 10:24:00,2013-08-03 13:00:00
5945,2015-09-06 15:36:00,2015-09-09 20:24:00
6443,2016-03-18 07:00:00,2016-03-18 15:36:00
4377,2014-07-20 06:36:00,2014-07-28 05:24:00
4294,2014-06-27 16:36:00,2014-07-12 13:36:00
219,2010-10-14 04:12:00,2010-10-16 00:36:00
6434,2016-03-15 00:12:00,2016-03-19 22:24:00
6880,2016-12-11 13:24:00,2016-12-11 21:12:00
6539,2016-05-05 13:12:00,2016-05-05 20:12:00
314,2010-12-21 22:00:00,2010-12-25 03:36:00
4399,2014-07-27 06:00:00,2014-08-06 09:24:00
1210,2011-12-17 00:24:00,2011-12-28 16:24:00
1384,2012-02-05 11:00:00,2012-02-05 18:48:00
5022,2015-01-01 05:48:00,2015-01-15 01:48:00
3553,2013-12-28 14:36:00,2014-01-03 14:48:00
3990,2014-04-08 15:12:00,2014-04-17 06:48:00
3804,2014-02-25 07:00:00,2014-03-11 12:48:00
2241,2012-11-24 20:36:00,2012-11-26 07:24:00
4747,2014-10-27 04:48:00,2014-11-04 05:24:00
6073,2015-11-03 04:48:00,2015-11-05 19:00:00
6004,2015-10-07 08:36:00,2015-10-19 03:24:00
629,2011-05-24 14:00:00,2011-05-26 14:36:00
2236,2012-11-22 17:12:00,2012-11-25 20:00:00
6190,2015-12-14 19:36:00,2015-12-23 01:24:00
753,2011-07-27 14:12:00,2011-08-10 21:12:00
6109,2015-11-15 02:48:00,2015-11-20 19:24:00
5287,2015-03-04 15:00:00,2015-03-12 05:48:00
5313,2015-03-08 20:24:00,2015-03-14 09:48:00
2170,2012-11-01 01:00:00,2012-11-03 06:48:00
935,2011-10-06 05:00:00,2011-10-07 14:48:00
6335,2016-02-05 22:24:00,2016-02-09 17:48:00
518,2011-04-19 10:00:00,2011-04-20 02:48:00
97,2010-07-21 20:24:00,2010-07-24 20:24:00
942,2011-10-09 01:12:00,2011-10-11 14:12:00
2107,2012-10-06 12:36:00,2012-10-19 09:36:00
462,2011-03-29 10:12:00,2011-04-05 22:36:00
79,2010-07-01 02:48:00,2010-07-01 11:12:00
4921,2014-12-09 06:36:00,2014-12-18 06:48:00
4498,2014-08-26 02:48:00,2014-08-26 12:00:00
415,2011-03-07 23:48:00,2011-03-18 20:12:00
1485,2012-03-19 06:12:00,2012-03-21 19:12:00
7183,2017-11-06 07:12:00,2017-11-12 17:12:00
3252,2013-10-03 04:36:00,2013-10-12 13:24:00
1566,2012-04-12 00:24:00,2012-04-14 08:36:00
7060,2017-06-22 21:12:00,2017-06-23 19:12:00
3328,2013-10-28 18:48:00,2013-10-29 06:48:00
2537,2013-03-06 11:00:00,2013-03-09 06:00:00
6691,2016-08-01 06:12:00,2016-08-01 09:48:00
128,2010-08-09 17:12:00,2010-08-21 14:24:00
2983,2013-07-17 20:00:00,2013-07-18 04:12:00
3258,2013-10-06 05:00:00,2013-10-20 00:12:00
1936,2012-08-09 15:24:00,2012-08-10 04:12:00
1941,2012-08-15 15:00:00,2012-08-18 19:12:00
5729,2015-06-30 03:24:00,2015-06-30 17:24:00
7189,2017-11-13 09:12:00,2017-11-25 09:00:00
7167,2017-10-20 17:48:00,2017-10-26 14:36:00
5653,2015-06-05 05:24:00,2015-06-18 00:36:00
3355,2013-11-06 09:48:00,2013-11-09 21:48:00
1461,2012-03-08 14:36:00,2012-03-21 06:12:00
1416,2012-02-18 13:48:00,2012-02-18 16:12:00
7084,2017-07-13 00:24:00,2017-07-17 04:12:00
1582,2012-04-16 12:12:00,2012-04-27 12:24:00
7110,2017-08-19 21:48:00,2017-09-02 05:24:00
155,2010-09-01 09:36:00,2010-09-04 18:36:00
2910,2013-06-27 18:48:00,2013-07-04 05:24:00
2884,2013-06-20 22:12:00,2013-06-22 12:00:00
4136,2014-05-14 00:24:00,2014-05-16 18:48:00
2430,2013-01-27 09:36:00,2013-01-29 20:12:00
6796,2016-10-03 19:00:00,2016-10-10 02:12:00
6675,2016-07-12 19:24:00,2016-07-16 03:12:00
3668,2014-01-20 23:36:00,2014-02-01 19:24:00
5319,2015-03-10 13:24:00,2015-03-17 02:36:00
3765,2014-02-16 11:24:00,2014-02-22 23:24:00
3686,2014-01-26 23:00:00,2014-02-10 09:12:00
5214,2015-02-13 07:48:00,2015-02-15 18:48:00
1026,2011-10-31 16:12:00,2011-11-15 21:36:00
512,2011-04-17 16:00:00,2011-04-25 15:36:00
2099,2012-10-01 17:00:00,2012-10-03 18:12:00
948,2011-10-10 18:24:00,2011-10-23 21:24:00
4851,2014-11-19 07:48:00,2014-12-02 20:36:00
6348,2016-02-10 12:48:00,2016-02-11 12:24:00
845,2011-09-03 18:36:00,2011-09-04 09:00:00
6245,2016-01-06 23:36:00,2016-01-10 04:24:00
832,2011-08-29 20:48:00,2011-08-30 13:00:00
6821,2016-10-26 20:24:00,2016-11-01 03:24:00
256,2010-11-12 02:24:00,2010-11-24 01:24:00
4338,2014-07-05 07:48:00,2014-07-13 11:24:00
221,2010-10-16 19:24:00,2010-10-19 03:00:00
6598,2016-06-01 10:00:00,2016-06-09 09:12:00
4242,2014-06-12 12:24:00,2014-06-19 11:36:00
6576,2016-05-23 08:12:00,2016-06-03 09:00:00
6495,2016-04-13 23:48:00,2016-04-14 16:24:00
2733,2013-05-07 18:00:00,2013-05-19 11:12:00
6501,2016-04-16 05:24:00,2016-04-17 13:48:00
1618,2012-04-26 12:48:00,2012-04-28 05:48:00
5993,2015-09-28 09:12:00,2015-10-05 23:00:00
5807,2015-07-23 11:00:00,2015-08-02 14:48:00
7213,2017-12-19 11:00:00,2017-12-23 00:00:00
5527,2015-04-30 12:12:00,2015-05-09 05:36:00
1681,2012-05-17 17:36:00,2012-05-17 23:00:00
3021,2013-07-28 20:48:00,2013-07-29 22:36:00
1715,2012-05-28 12:36:00,2012-06-07 06:00:00
3056,2013-08-09 06:36:00,2013-08-21 22:00:00
5550,2015-05-10 15:12:00,2015-05-21 19:48:00
7264,2018-05-27 12:48:00,2018-05-27 20:00:00
666,2011-06-13 08:00:00,2011-06-20 21:48:00
785,2011-08-12 07:36:00,2011-08-19 13:48:00
6131,2015-11-20 04:36:00,2015-11-23 02:36:00
688,2011-06-28 10:48:00,2011-07-02 22:12:00
2303,2012-12-13 19:12:00,2012-12-19 09:12:00
3946,2014-03-30 14:24:00,2014-04-06 08:24:00
5083,2015-01-15 04:48:00,2015-01-23 06:00:00
1325,2012-01-15 04:24:00,2012-01-20 11:48:00
3411,2013-11-20 06:12:00,2013-11-20 14:36:00
5160,2015-02-04 07:24:00,2015-02-05 19:48:00
3466,2013-12-04 09:24:00,2013-12-04 18:12:00
4696,2014-10-16 03:48:00,2014-10-25 04:12:00
4702,2014-10-16 16:48:00,2014-10-25 18:36:00
6036,2015-10-17 20:48:00,2015-10-26 02:12:00
6041,2015-10-18 23:12:00,2015-10-24 03:00:00
4775,2014-11-02 10:48:00,2014-11-10 13:24:00
2273,2012-12-07 20:36:00,2012-12-18 02:12:00
716,2011-07-11 09:00:00,2011-07-13 18:12:00
682,2011-06-24 14:36:00,2011-07-01 02:00:00
4678,2014-10-11 11:12:00,2014-10-24 20:00:00
3561,2013-12-30 14:12:00,2014-01-08 18:00:00
5067,2015-01-11 16:24:00,2015-01-18 19:00:00
3482,2013-12-08 13:24:00,2013-12-14 02:36:00
1222,2011-12-18 22:12:00,2011-12-24 21:12:00
3516,2013-12-16 23:12:00,2013-12-17 18:12:00
3836,2014-03-07 05:24:00,2014-03-20 00:48:00
5089,2015-01-16 17:24:00,2015-01-23 05:48:00
3841,2014-03-08 11:36:00,2014-03-16 06:12:00
6592,2016-05-30 03:24:00,2016-06-03 02:48:00
2634,2013-04-05 11:24:00,2013-04-14 17:36:00
4345,2014-07-06 07:48:00,2014-07-06 11:48:00
6471,2016-04-01 11:12:00,2016-04-04 15:24:00
6951,2017-02-18 03:00:00,2017-02-28 22:36:00
2739,2013-05-10 06:36:00,2013-05-23 12:36:00
4248,2014-06-13 23:48:00,2014-06-14 02:36:00
